ID,Year,Stage,Department *,Highest Degree Earned *,[fields-of-study] Field(s) of Study * [anthropology],[fields-of-study] Field(s) of Study * [biology],[fields-of-study] Field(s) of Study * [chemistry],[fields-of-study] Field(s) of Study * [cognitive science],[fields-of-study] Field(s) of Study * [computation],[fields-of-study] Field(s) of Study * [computer science],[fields-of-study] Field(s) of Study * [ecology],[fields-of-study] Field(s) of Study * [economics],[fields-of-study] Field(s) of Study * [econophysics],[fields-of-study] Field(s) of Study * [epidemiology],[fields-of-study] Field(s) of Study * [evolution],[fields-of-study] Field(s) of Study * [finance],[fields-of-study] Field(s) of Study * [human behavior],[fields-of-study] Field(s) of Study * [human history],[fields-of-study] Field(s) of Study * [immunology],[fields-of-study] Field(s) of Study * [information theory],[fields-of-study] Field(s) of Study * [linguistics],[fields-of-study] Field(s) of Study * [mathematics],[fields-of-study] Field(s) of Study * [networks],[fields-of-study] Field(s) of Study * [neuroscience],[fields-of-study] Field(s) of Study * [physics],[fields-of-study] Field(s) of Study * [political science],[fields-of-study] Field(s) of Study * [quantum physics],[fields-of-study] Field(s) of Study * [sociology],"Current status (e.g., PhD candidate in Molecular Biology)*",City,"[diversity-country] Country of Citizenship, if not U.S. Citizen",[diversity-citizenship] What is your citizenship ?,[diversity-gender] What is your gender ?,[diversity-ethnicity] Ethnicity,[diversity-race] Race *,Date Applied,Company:,City/Town:,State/Province:,Country:,Male,Female,Citizenship,None,C,C++,HTML,JAVA,MatLab,NetLogo,Perl,Python,R,Ruby,Other (please specify),Name of the most advanced math class you took,"Name of the journal (in your discipline) that you expect or want to publish your next paper in! (Journal in your discipline, not Nature, Science, PNAS, etc.)",BA/MA and Ph.D. departments
"9492674559",2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4608673097",2015,Accepted,Institute of New Economic Thinking ,Other,,,,,,,,1,,,,,,,,,,,,,,,,,PhD candidate,Oxford,Australia,Neither of the above or Prefer not to respond,Female,Not Hispanic or Latino,Two or More,12/07/2014 07:54 AM MST,Institute of New Economic Thinking,Oxford,Oxfordshire,England,,Female,Australian,,,,,JAVA,,NetLogo,,Python,R,,,Calculus,Nature (wishful thinking...),
"3934050267",2016,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Los Alamos National Laboratory,Los Alamos,New Mexico,USA,Male,,Russian Federation,,C,C++,HTML,JAVA,,,Perl,Python,R,,,Advanced Topics in Mathematics,ACM Transactions on Knowledge Discovery in Data,
"0324044991",India 2015,Accepted,Power & Water,Masters,,,,,,1,,,,,,,,,,,,,,,,,,,Analytics Engineer,Kolkata,India,Neither of the above or Prefer not to respond,Male,Not Hispanic or Latino,Asian,02/19/2015 10:07 PM MST,General Electric,Kolkata,West Bengal,India,Male,,Indian,,,,,,,,,Python,R,,,Advanced Graph Theory,Journal of Machine Learning Research,"B.Tech & M.Tech - Electrical Engineering, IIT Kharagpur  Ph.D - Computer Science, CU Boulder"
"0913984881",India 2015,Accepted,Medicinal Chemistry,Doctorate,,1,1,,1,1,,,,,1,1,,,1,,,1,1,,,,,,"VP, AQR Capital Management, Greenwich CT 06830",New Rochelle,,U.S. Citizen,Female,Not Hispanic or Latino,Asian,03/08/2015 04:37 PM MDT,Cognitive Tools Limited,New Rochelle,New York,USA,,Female,US,,,,HTML,JAVA,,,,,,,"C#, SQL",Introduction to Dynamical Systems and Chaos,Journal of Mathematical Biology  Mathematical Models and Methods in Applied Sciences,Medicinal Chemistry The Ohio State University
"1218584068",2013,Accepted,Psychology and Economics ,Bachelors Degree,,,,1,,,,1,,,1,,1,,,,,,,1,,1,,,Student of the Masters Program in Economics,Miami,Guatemala,Neither of the above or Prefer not to respond,Male,Not Hispanic or Latino,White,11/19/2012 10:04 AM MST,Universidad Francisco Marroquín,Guatemala,Guatemala,Guatemala,Male,,Guatemalan,,,,,,,NetLogo,,,,,,Calculus,,
"5472099312",2013,Accepted,Physical Resource Theory,Masters,,,,,,,,,,,,,,,,,,,,,1,,,,PhD candidate in Self-Assembly,Göteborg,Sweden,Neither of the above or Prefer not to respond,Male,Prefer not to respond,White,01/02/2013 02:12 AM MST,Chalmers University of Technology,Gothenburg,Vastra Gotaland,Sweden,Male,,Sweden,,C,C++,,,MatLab,,,,,,,Functional analysis,,"Bachelor of science in engineering physics, Master of science in Applied physics. Now I'm a PhD student in Complex systems"
"2229946842",2012,Accepted,School of Human Evolution and Social Change,Bachelors Degree,,,,,1,,,,,1,1,,1,,,,,1,1,,,,,,Ph.D. in Applied Mathematics for the Life and Social Sciences,Tempe,Cuba,Permanent Resident,Male,Hispanic or Latino,White,12/14/2011 05:10 PM MST,Arizona State University,Tempe,Arizona,USA,Male,,Cuban,,,,,,MatLab,,,,,,Mathematica,,,
"7235638964",2015,Accepted,"China Center for Energy Economics Research (CCEER), School of Economics",Masters,,,,,,,,1,,,,,,,,,,,,,,,,,PhD candidate in Energy Economics,Xiamen,Nigeria,Neither of the above or Prefer not to respond,Male,Not Hispanic or Latino,Black / African American,12/09/2014 02:44 AM MST,"Xiamen University, China",Xiamen,Fujian,China,Male,,Nigerian,,,,,,,,,,R,,"Eviews, STATA",Calculus Linear Algebra Differential Equations Analysis,Energy,
"4624455788",2012,Accepted,Mathematics and Natural Sciences,Masters,,1,,,,,,,,,1,,,,,,,1,,,,,,,PhD student Theoretical Biology and Mathematics,Groningen,Ukraine,Neither of the above or Prefer not to respond,Male,Not Hispanic or Latino,White,12/29/2011 05:17 AM MST,University of Groningen,Groningen,Groningen,The Netherlands,Male,,Ukraine,,,C++,,,MatLab,,,,,,,,,
"0984129298",2016,Accepted,Political Science,Masters,,,,,,,,,,,,,,,,,,,,,,1,,,PhD student,Champaign,China,Permanent Resident,Female,Not Hispanic or Latino,Asian,01/10/2016 09:50 AM MST,University of Illinois at Urbana-Champaign,Champaign,IL,USA,,Female,China ,,,,,,,,,,R,,,Statistics and Probability (prereqs included multivariate calculus),International Organization or International Security (in an ideal world),BSFS - Georgetown University  MA - Georgetown University  PhD - University of Illinois at Urbana-Champaign 
"4526128715",2011,Accepted,Interdisciplinary Quantitative Biology,Masters,,1,,,,1,,,,,1,,,,,,,1,1,,,,,,Applying for Ph.D. candidacy in IQ Biology,Boulder,,U.S. Citizen,Female,Not Hispanic or Latino,White,12/22/2010 05:40 PM MST,,,,,,,,,,,,,,,,,,,,,,
"651365836",2012,Accepted,Economics,Masters,,,,,,,,1,,,,,,,,,,,,,,1,,,PhD student in Economics,HYATTSVILLE,Georgia,Neither of the above or Prefer not to respond,Female,Prefer not to respond,Prefer Not to Answer,12/16/2011 09:44 AM MST,"University of Maryland, College Park",HYATTSVILLE,MARYLAND,United States,,Female,Georgia,,,,,,MatLab,NetLogo,,,,,,,,
"9943702454",India 2015,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IISERM,,,India,,Female,indian,,,,,,,,,,,,,,,
"4746173996",2011,Accepted,Geography,Masters,,,,,,,,,,,,,1,,,,,,,,,,,,PhD student in Geography,La Jolla,China,Neither of the above or Prefer not to respond,Male,Not Hispanic or Latino,Asian,12/29/2010 09:49 AM MST,,,,,,,,,,,,,,,,,,,,,,
"4031926058",2015,Accepted,Economics,Doctorate,,,,,,,,1,,,,,,,,,,,,,,,,,Professor,Sao Paulo,Brazil,Neither of the above or Prefer not to respond,Male,Hispanic or Latino,White,12/30/2014 10:40 AM MST,Insper Instituto de Ensino e Pesquisa,Sao Paulo,SP,Brasil,Male,,Brazilian,,,,,,,,,,R,,,Calculus Linear Algebra Differential Equations,"Econometrica , Journal of Applied Economics or Journal of Complex Networks",If I well understood the question: I was a member of Paris 1- Panthéon- Sorbonne (LAMIA) Ph. D. department from 1992 - 1996. Visited Brown University as visiting  fellow in 1994.
"8501672763",2016,Accepted,Computer Science,Masters,,,,1,,1,,,,,,,,,,,,,,,,,,,PhD candidate in Computer Science and Cognitive Science,Boulder,,U.S. Citizen,Female,Not Hispanic or Latino,White,11/07/2014 11:20 AM MST,University of Colorado Boulder/ University of Kansas,Boulder,CO,United States,,Female,United States,,,,HTML,,MatLab,,,Python,R,,,"Stochastic Processes, advanced statistics",Cognitie Science,"University of Colorado Boulder (PhD, MS) Computer Science and Cognitive Science  University of California Irvine (MA) Cognitive Science  Indiana University (BS/BA) Cognitive Science, Mathematics, Psychology, German"
"3825619693",2014,Accepted,"UNamur (Center for Research in Finance and Management and Financial Complex Systems), UcL (Center for Operations Research and Econometrics)",Masters,,,,,,,,1,1,,,1,,,,,,,1,,,,,,PhD candidate in Finance,Louvain-la-Neuve,Belgium,Neither of the above or Prefer not to respond,Male,Not Hispanic or Latino,Two or More,12/30/2013 12:23 PM MST,Arizona State University,Tempe,AZ,United States,Male,,United States,,C,,,,,,,Python,,,"MATLAB, Mathematica",Abstract Algebra  Vector Calculus  Applied ODE  Physics,,"BS Physics (San Francisco State University)  PhD Physics (In progress, Arizona State University)"
"2342850537",2012,Accepted,Palaeontological Institute and Museum,Doctorate,,1,,,,1,,,,,1,,,,,,,,,,1,,,,PostDoc,Zurich,France,Neither of the above or Prefer not to respond,Male,Not Hispanic or Latino,Prefer Not to Answer,01/06/2012 10:57 AM MST,"Univ. Zurich, Paleontological Inst.",Zurich,na,Switzerland,Male,,french,,C,C++,,,MatLab,,,,,,,,,
"1188009782",2012,Accepted,Mathematics and Statistics,Masters,,,,,1,,,,,,,,,,,,,1,1,,,,,,PhD candidate in Applied Math,Williston,,U.S. Citizen,Male,Not Hispanic or Latino,White,12/22/2011 10:43 AM MST,The University of Vermont,Williston,VT,United States,Male,,USA,,C,C++,HTML,,MatLab,,,,R,,Fortran,,,
"3071102464",2014,Accepted,Physics and Astronomy,Bachelors Degree,,,,,,,,,,,,,,,,1,1,1,,,1,,,,Graduate Student in Physics,Tempe,,U.S. Citizen,Male,Not Hispanic or Latino,White,11/07/2013 09:56 AM MST,University of Namur,Louvain-la-Neuve,,Belgium,Male,,Belgian,,,,,,MatLab,NetLogo,,Python,R,,,"Advanced Calculus for Engineers (B.Eng Chemical Engineering, 2008)",Journal of Economic Dynamics and Control,"B.Eng - Department of Chemical Engineering (McGill University, Canada)    M.Sc - Department of Economics (Catholic University of Louvain, Belgium)    Ph.D - Department of Economics and Business (University of Namur, Belgium)"
"5568931685",2014,Accepted,Mathematical Modelling,Masters,,,,,,,,,,1,,,,,,,,,,,,,,,PhD Student in Clinical Medicine ,Ho Chi Minh ,Vietnam,Neither of the above or Prefer not to respond,Female,Not Hispanic or Latino,Asian,12/15/2013 08:27 PM MST,Oxford University Clinical Research Unit,Ho Chi Minh,,Vietnam,,Female,Vietnamese,,,C++,,,MatLab,,,,,,,Advanced Mathematics for Chemical Engineering (graduate level),Computational Biology,Mathematical Modelling
"9908392644",India 2015,Accepted,Computational and Integrative Science,Masters,,,,,,,,,,,1,,,,,,,,,,,,,,Ph.D candidate in Compuational Biology,New Delhi,India,Neither of the above or Prefer not to respond,Female,Not Hispanic or Latino,Asian,03/27/2015 01:52 PM MDT,Jawaharlal Nehru University,New Delhi,Delhi,India,,Female,Indian,,,,,,MatLab,,Perl,,R,,,"Real Analysis,Mathematical Physics",,B.Sc (Physics)  M.Sc (Physics)  M.Tech (Computational and Systems Biology)  Ph.D ( Computational Biology)
"1691769355",2016,Accepted,"Policy, Risk and Surveillance",Masters,,,,,,,,1,,,,1,,,,,,,,,,,,,Assistant Managing Director,Singapore,Singapore,Neither of the above or Prefer not to respond,Male,Not Hispanic or Latino,Asian,01/11/2016 11:37 PM MST,Monetary Authority of Singapore,Singapore,,Singapore,Male,,Singapore,None,,,,,,,,,,,,High school math,,"BA, Economics"
"7314203621",2011,Accepted,"Centre for Water in the Minerals Industry, Sustainable Minerals Institute",Bachelors Degree,,,,,,,,,,,,,,,,,,,1,,,,,,PhD candidate in Engineering ,Indooroopilly,Australia,Neither of the above or Prefer not to respond,Female,Not Hispanic or Latino,White,01/06/2011 10:14 PM MST,,,,,,,,,,,,,,,,,,,,,,
"5095143361",2015,Accepted,Science and Justice Research Center,Doctorate,1,1,,,,,1,,,,,,,,,,,,,,,,,1,NSF Postdoctoral Fellow,,,U.S. Citizen,Female,Not Hispanic or Latino,White,12/14/2014 09:48 PM MST,"University of California, Santa Cruz",Brisbane,CA,USA,,Female,United States,,C,,HTML,,MatLab,,,Python,R,,,"Calculus Linear Algebra Differential Equations    Hierarchical Statistical Modeling, various dynamics (including nonlinear) and stochastic modeling components of ecology courses ","Ecosphere, Journal of Wildlife Management, Rural Sociology, Ecological Informatics, Rangeland Ecology and Management","BS, Department of Physics (University of California, Davis)  MS, Department of Earth Science (University of California, Santa Barbara)  PhD, Department of Environmental Science, Policy, and Management (University of California, Berkeley)"
"4846055121",2016,Accepted,Molecular and Cellular Biology ,Bachelors Degree,,1,,,,,,,,,1,,,,,1,,,1,,,,,,Ph.D. student in Molecular and Cellular Biology,Seattle,,U.S. Citizen,Female,Not Hispanic or Latino,White,01/08/2016 09:28 AM MST,University of Washington,Seattle,Washington,USA,,Female,United States citizen,,,,,,MatLab,,,,,,Julia,Differential Equations,Journal of Theoretical Biology,
"7190497462",2014,Accepted,Engineering Systems Division,Masters,,,1,,,,,1,,,,,,,,,,,,,,1,,,PhD student in Engineering Systems,Cambridge,,U.S. Citizen,Female,Not Hispanic or Latino,White,12/08/2013 03:11 PM MST,MIT,Cambridge,MA,USA,,Female,USA,,,,,,MatLab,,,,,,,"Linear Algebra, Differential Equations, or Applied Probability",Nature Climate Change or Environmental Science & Technology,Environmental Science (B.S.) and Engineering Systems (M.S. and Ph.D.)
"2561993363",2013,Accepted,Sociology,Bachelors Degree,,,,,,,,,,,,,,,,,,,1,,,,,1,PhD Student in Sociology,Stanford,,U.S. Citizen,Female,Not Hispanic or Latino,White,12/28/2012 04:22 PM MST,Stanford University,Stanford,California,United States,,Female,US,None,,,,,,NetLogo,,,,,,AP Calculus AB in high school; probability/statistics in college,American Journal of Sociology  American Sociological Review  Social Forces,"BA, Biology, Reed College  MA/PhD in progress, Sociology, Stanford University"
"7612169379",2011,Accepted,Political Science,Masters,,,,,,,,,,,,,,,,,,,,,,1,,,PhD Candidate in International Relations,Arlington,,U.S. Citizen,Male,Not Hispanic or Latino,White,01/04/2011 12:37 PM MST,,,,,,,,,,,,,,,,,,,,,,
"2230249147",2012,Accepted,Department for neuroscience and pharmacology / Niels Bohr Institute,Masters,,,,,,,,,,,,,,,,,,,1,1,1,,,,PhD candidate in Neuroscience,Copenhagen,Denmark,Neither of the above or Prefer not to respond,Male,Not Hispanic or Latino,White,01/02/2012 02:00 AM MST,-,Copenhagen,-,Denmark,Male,,Danish,,,C++,HTML,JAVA,MatLab,,,,,,,,,
"4114906333",2016,Accepted,NETWORKS,Masters,,,,,,,,1,,,,,,,,,,,1,,1,,,,PhD candidate in Complex Networks,Lucca,Germany,Neither of the above or Prefer not to respond,Male,Not Hispanic or Latino,White,01/20/2016 12:13 PM MST,IMT School for Advanced Studies Lucca,Lucca,LU,Italy,Male,,German,,C,,,,,,,Python,R,,,Algebraic Topology,,
"9465179114",2012,Accepted,Marine Biology and Oceanography,Masters,,,,,,1,1,,,,1,,,,,,,,1,,,,,,PhD candidate in Ecology,Barcelona,Spain,Neither of the above or Prefer not to respond,Male,Hispanic or Latino,White,01/06/2012 05:01 AM MST,Institute of Marine Sciences,Barcelona,Barcelona,Spain,Male,,Spanish,,C,C++,,JAVA,,,,Python,,,,,,
"9456374983",2015,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wisconsin Institute for Discovery,Madison,WI,USA,Male,,US,,,,HTML,,MatLab,NetLogo,,Python,R,,,Nonlinear Dynamics,Journal of Theoretical Biology,Physics department - B.S.
"8307071919",2011,Accepted,Physics,Masters,,,,,,,,,,,,,,,,,,,,,1,,1,,graduate student,Davis,,U.S. Citizen,Male,Not Hispanic or Latino,White,12/14/2010 10:42 AM MST,,,,,,,,,,,,,,,,,,,,,,
"2766152188",2011,Accepted,Division of Vector-Borne Diseases,Doctorate,,1,,,,,1,,,1,,,,,1,,,,,,,,,,Post-doctoral fellow,San Juan,,U.S. Citizen,Male,Not Hispanic or Latino,White,12/13/2010 10:14 AM MST,,,,,,,,,,,,,,,,,,,,,,
"315048862",2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5946691838",2014,Accepted,"Ecology, Evolution and Behavior",Masters,,1,,,,,1,,,,,,,,,,,,,,,,,,PhD student,Jerusalem,Israel,Neither of the above or Prefer not to respond,Male,Not Hispanic or Latino,White,12/23/2013 11:24 PM MST,Hebrew University of Jerusalem,Jerusalem,,Israel,Male,,Israeli,,,C++,,,MatLab,,,,R,,,Introduction to nonlinear dynamics (strogatz textbook),Ecology Letters,Ecology Evolution and Behavior
"5752758943",2016,Accepted,"Institute of Information and Communication Technologies, Electronics and Applied Mathematics",Doctorate,,1,,,,1,,,,,,,,,,,,1,1,1,,,,,F.S.R. Postdoctoral Research Fellow,Brussels,Germany,Neither of the above or Prefer not to respond,Male,Not Hispanic or Latino,White,01/12/2016 05:57 AM MST,Université catholique de Louvain,Louvain-la-Neuve,,Belgium,Male,,German,,C,C++,,JAVA,MatLab,,,Python,,,,Complex analysis;  randomized algorithms for big data optimization,PLoS Comp Bio;   Chaos;  Siam Journal of Matrix Analysis and Applications,Electrical Engineering and Information Technology (Bachelor); Bioengineering (Master); Mathematics (PhD)
"0090397823",2013,Accepted,Bioengineering,Masters,,,,,1,,,,,,,,,,,,,,1,,,,,,PhD candidate in Bioengineering,İZMİR,Turkey,Neither of the above or Prefer not to respond,Male,Not Hispanic or Latino,White,11/08/2012 03:48 PM MST,Ege University,İzmir,Bornova,Turkey,Male,,Turkey,,,,,,MatLab,,,,,,,Advanced Engineering Math  Advanced Numerical Analysis  Nonlinear Analysis and Chaos,,BSc - Bioengineering  MSc - Bioengineering  PhD - Bioengineering
"4951782592",2013,Accepted,Neurology,Masters,,,,1,,,,,,,,,,,,,,,,,,,,,Research Coordinator,Philadelphia,China,Neither of the above or Prefer not to respond,Female,Not Hispanic or Latino,Asian,12/29/2012 10:44 AM MST,University of Pennsylvania,Philadelphia,PA,United States,,Female,China,,,,,,MatLab,NetLogo,,,,,,Linear algebra,,"Psychology (B.S.), Pharmacy (B.S.), Criminology (M.S.)"
"8356691716",2013,Accepted,Physics,Masters,,,,,,,,,,,,,,,,,,,,,1,,,,PhD candidate in Physics,Mishawaka,Romania,Neither of the above or Prefer not to respond,Female,Not Hispanic or Latino,White,12/01/2012 11:19 PM MST,University of Notre Dame,Notre Dame,Indiana,United States of America,,Female,Romanian,,C,,,,MatLab,,,,,,,mathematical methods for physicists,,
"8570611882",2013,Accepted,Bioinformatics,Masters,,1,,,1,,,,,,,,,,,,,,1,,1,,,,PhD candidate in Bioinformatics,Leipzig,Turkey,Neither of the above or Prefer not to respond,Male,Not Hispanic or Latino,White,12/03/2012 01:15 AM MST,"Interdisziplinäres Zentrum für Bioinformatik(IZBI), Universität Leipzig",Leipzig,Sachsen,Germany,Male,,Turkey,,C,,,,,,Perl,,R,,,Complex Analysis,Bioinformatics(Oxford Journals),Ph.D.
"496843614",2013,Accepted,Brain and Cognitive Sciences,Masters,,,,1,1,,,,,,,,1,,,,,,1,1,,,,,"PhD candidate in Brain and Cognitive Sciences, Computation",539C,,U.S. Citizen,Gender Neutral ,Prefer not to respond,Prefer Not to Answer,12/22/2012 02:33 PM MST,MIT,Cambridge,Massachusetts,United States,Male,,USA,,,,,,MatLab,,,Python,R,,,Theoretical Statistics,Cognition,2009 Stanford University BA Biological Sciences  2010 University of Oxford MSc Applied Statistics  2011 University of Oxford MSc Experimental Psychology  2012 - Present  MIT Brain and Cognitive Sciences
"8580604531",2013,Accepted,Department of Biology,Masters,,1,,,,,1,,,,,,,,,,,,1,,,,,,PhD candidate in Biology,Halifax,Brazil,Neither of the above or Prefer not to respond,Male,Hispanic or Latino,White,12/25/2012 05:33 AM MST,Dalhousie University,Halifax,NS,Canada,Male,,Brazilian,,,,,,,,,,R,,,"Calculus, Multivariate Statistics, Analysis of Biological Data, Network analyses",Proceedings of the Royal Society B: Biological Sciences,"Bachelor's degree in Biology, Universidade Estadua de Campinas (Brazil, 2008)  Master's degree in Ecology, Universidade Federal de Santa Catarina (Brazil, 2011)  PhD candidate in Biology, Dalhousie University (Canada, in progress 2012-2015)"
"8934801402",2014,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth and Innovation Asia Pacific,Sydney,NSW,Australia,Male,,Australian,None,,,,,,,,,,,,Calculus (has been a while),N/A,N/A
"7124430836",2015,Accepted,Political Science,Doctorate,,,,,,,,,,,,,1,,,,,,1,,,1,,,Assistant Professor,Albany,,U.S. Citizen,Male,Hispanic or Latino,White,11/07/2014 03:08 PM MST,"University at Albany, State University of New York",Albany,NY,USA,Male,,US/Mexico (dual),,,,,,,,,Python,R,,,Calculus       ,American Political Science Review  American Journal of Political Science,"Science and Feminism (B.A.)  Law (J.D.)  Political Science (M.A., Ph.D.)"
"5952500029",2015,Accepted,Economics,Masters,,,,,,,,1,,,,,,,,1,,,1,,,,,,PhD candidate in Industrial Organization,Coventry,,U.S. Citizen,Male,Not Hispanic or Latino,White,12/23/2014 04:32 PM MST,University of Connecticut,Coventry,CT,USA,Male,,USA,,,,,,MatLab,,,,,,Stata,Calculus Linear Algebra Differential Equations Analysis Nonlinear Dynamics Stochastic Processes Algebraic Topology and Group Theory ,"Journal of Institutional and Theoretical Economics, and Organizational Science",University of Connecticut (for all)
"6457630373",2015,Accepted,Zoology,Masters,,,,,,,1,,,,1,,,,,,,1,,,,,,,PhD candidate in Zoology,,Canada,Neither of the above or Prefer not to respond,Male,Not Hispanic or Latino,White,12/17/2014 12:05 PM MST,University of British Columbia,Vancouver,British Columbia,Canada,Male,,Canada,,,,,,MatLab,,,,R,,Mathematica,Stochastic Processes,Genetics,BSc: Biology and Math  MSc: Biology  PhD: Zoology
"5073967844",2015,Accepted,Ocean and Earth Science,Other,,,,,,,1,,,,,,,,,,,,,,,,,,PhD student in Marine Biology,Southampton,United Kingdom,Neither of the above or Prefer not to respond,Male,Not Hispanic or Latino,White,12/19/2014 06:28 AM MST,University of Southampton,Southampton,Hampshire,United Kingdom,Male,,British,,,,,,,,,,R,,,Differential Equations    Quantitative Statistics,,
"3839748349",2011,Accepted,DINF,Doctorate,,,,,,1,,,,,,,,,,,,,,,,,,,Postdoc,Brussels,Italy,Neither of the above or Prefer not to respond,Male,Not Hispanic or Latino,White,01/07/2011 06:40 PM MST,,,,,,,,,,,,,,,,,,,,,,
"222272906",2012,Accepted,Economics,Masters,,,,,1,,,1,1,1,,1,,,,,,,1,,,,,,PhD Candidate in Economics,Pisa,Italy,Neither of the above or Prefer not to respond,Male,Not Hispanic or Latino,White,01/05/2012 08:54 PM MST,Sant’Anna School of Advanced Studies,Pisa,Pisa,Italy,Male,,Italian,,C,C++,,,MatLab,,,Python,,,,,,
"9419002091",2013,Accepted,Quantum gravity division,Doctorate,,,,,,,,,,,,,,,,,,,,,1,,,,Junior Scientist (postdoc),Saint-Mande,France,Neither of the above or Prefer not to respond,Male,Not Hispanic or Latino,White,11/06/2012 03:34 AM MST,Albert Einstein Institute,Golm,Brandenburg,Germany,Male,,france,,,,,,,,,Python,,,,"measure theory, partial differential equations, complex analysis, etc",Physical Review D,theoretical physics
"7762259202",2016,Accepted,Institut Rhônalpin des Systèmes Complexes (IXXI) and Laboratoire de l'Informatique du Parallélisme (LIP),Masters,,,,,,1,,1,,,,,,,,,,,1,,,,,,PhD candidate in Computer Science,Lyon,Italy,Neither of the above or Prefer not to respond,Male,Not Hispanic or Latino,White,11/20/2015 06:10 AM MST,ENS Lyon,Lyon,Rhône-Alpes,France,Male,,Italian,,C,,HTML,JAVA,,NetLogo,,Python,R,,Objective-C,Equivalent to Harvard Math 25,Scientometrics,"Economics, Computer Science"
"7787671062",2014,Accepted,Electronics and Computer Science,Other,,,,,,,,,,,,,,,,,,,,,1,,,,PhD candidate in Complex Systems Simulation,,Italy,Neither of the above or Prefer not to respond,Male,Not Hispanic or Latino,White,11/04/2013 06:11 AM MST,University of Southampton,Southampton,Hampshire,United Kingdom,Male,,Italian,,C,,,,,,,Python,,,Mathematica,"Complements of Mathematical Methods for Physics  (ODE, PDE, group theory, Lie groups)",Physica A,"BA and MA - Department of Mathematics and Physics ""E. De Giorgi"", University of Salento  PhD - Institute for Complex Systems Simulation, Department of Electronics and Computer Science, University of Southampton"
"3017094123",2013,Accepted,Department of Ecology and Evolutionary Biology,Doctorate,,,,,,,1,,,,,,,,,,,,,,,,,,JSPS postdoctoral fellow in Ecology and Evolutionary Biology,Ithaca,Japan,Neither of the above or Prefer not to respond,Male,Not Hispanic or Latino,Asian,01/05/2013 08:13 AM MST,Cornell University,Ithaca,NY,USA,Male,,Japanese,,C,C++,,,,,Perl,,R,,,Nonlinear Dynamics and Chaos,The American Naturalist  Ecology Letters  Ecology  Evolution,BA at Department of Ecosystem Studies  Ph.D. at Department of Evolutionary Studies of Biosystems
"872300516",2015,Accepted,Earth and Environmental Engineering,Doctorate,,,,,,,1,,,,,,,,,,,,,,,,,,PhD candidate in Earth and Environmental Engineering,New York,Japan,Neither of the above or Prefer not to respond,Male,Not Hispanic or Latino,Asian,01/11/2015 11:04 AM MST,Columbia University,New York,NY,USA,Male,,Japan,,,,,,,NetLogo,,,R,,,Differential Equations,"Water Resources Research, European Journal of Operations Research, Natural Hazards, World Development",Earth and Environmental Engineering
"1182748728",2015,Accepted,School of Anthropology,Masters,1,,,,,,,,,,,,,,,,,,,,,,,,PhD candidate in Anthropology,Tucson,,Neither of the above or Prefer not to respond,Gender Neutral ,Prefer not to respond,Prefer Not to Answer,01/05/2015 08:20 AM MST,University of Arizona,Tucson,AZ,USA,,Female,Canadian,,,,,,,,,,R,,,Analysis,Paleo,"School of Anthropology, University of Arizona"
"2132056212",2011,Accepted,Annenberg School of Communication,Doctorate,,,,,,,,1,1,,1,,1,,,1,,,1,,,1,,1,PROVOST Fellow,Los Angeles,Germany,Neither of the above or Prefer not to respond,Gender Neutral ,Prefer not to respond,Prefer Not to Answer,12/30/2010 12:47 PM MST,,,,,,,,,,,,,,,,,,,,,,
"8509928634",2011,Accepted,Oxford Centre for Industrial and Applied Mathematics,Masters,,,,,,,,1,1,,,1,,,,,,1,,,,,,,PhD Candidate in Mathematics,Oxford,United Kingdom,Neither of the above or Prefer not to respond,Male,Not Hispanic or Latino,White,01/06/2011 04:20 PM MST,,,,,,,,,,,,,,,,,,,,,,
"4645542017",2016,Accepted,Social Welfare,Masters,,,,,,,,,,,,,1,,,,,,1,,,1,,,PhD Student,Santa Rosa,,U.S. Citizen,Female,Not Hispanic or Latino,White,01/14/2016 04:11 PM MST,"University of California, Berkeley",Santa Rosa,CA,USA,,Female,USA,,,,,,,,,,R,,"I have experience with HTML, MatLab and NetLogo, but I wouldn't say I'm very comfortable yet.",Calculus,Journal of the society for social work and research  ,I'm not sure I understand this question. My department is Social Welfare
"2165853058",2012,Accepted,Biology,Masters,,,,,,,,,,,1,,,,,,,,,,,,,,PhD candidate in Evolutionary Genetics,Palo Alto,,U.S. Citizen,Male,Not Hispanic or Latino,White,12/27/2011 02:24 PM MST,Stanford University,Palo Alto,CA,United States,Male,,USA,,,,,,,,Perl,,,,,,,
